Pathways;Name;Identifier;Formula;Compartment;Monoisotopic Mass;Neutral Monoisotopic Mass;Average Mass;Side compound;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Estrone;C00468;C18H22O2;x;270,3661;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Ethanol;C00469;C2H6O;x;46,0684;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Ethanolamine;C00189;C2H7NO;x;61,0831;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Ethanolamine phosphate;C00346;C2H8NO4P;x;141,063;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Ethylene glycol;C01380;C2H6O2;x;62,0678;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Ethylene oxide;C06548;C2H4O;x;44,0526;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);FAD;C00016;C27H33N9O15P2;x;785,5497;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fatty acid;C00162;CHO2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fe-coproporphyrin III;C21284;C36H36FeN4O8;x;708,538;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fe2+;C14818;Fe;x;55,845;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fe3+;C14819;Fe;x;55,845;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);FMN;C00061;C17H21N4O9P;x;456,3438;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Folate;C00504;C19H19N7O6;x;441,3975;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Folinic acid;C03479;C20H23N7O7;x;473,4393;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Formamidopyrimidine nucleoside triphosphate;C05922;C10H18N5O15P3;x;541,1957;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Forssman antigen, IV3GalNAca-Gb4Cer;G00095;NA;x;892,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fuc-3'-isoLM1;G00048;NA;x;1127;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fuc-Lc4Cer;G00046;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Fumarate;C00122;C4H4O4;x;116,0722;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GA1;G00124;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GA2;G00123;NA;x;527,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Galactitol;C01697;C6H14O6;x;182,1718;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Galactosylceramide;C02686;C25H46NO8R;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Galactosylgloboside;G00097;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gamma-L-Glutamyl-L-2-aminobutyrate;C21015;C9H16N2O5;x;232,2337;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gamma-L-Glutamyl-L-cysteine;C00669;C8H14N2O5S;x;250,2722;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GD1a;G00127;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GD1a;G00111;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GD1b;G00115;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GD1c;G00126;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GD2;G00114;NA;x;1110;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GD3;G00113;NA;x;906,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GDP;C00035;C10H15N5O11P2;x;443,2005;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GDP-4-dehydro-6-deoxy-D-mannose;C01222;C16H23N5O15P2;x;587,3258;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GDP-L-fucose;C00325;C16H25N5O15P2;x;589,3417;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GDP-mannose;C00096;C16H25N5O16P2;x;605,3411;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Gentisate aldehyde;C05585;C7H6O3;x;138,1207;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Geranyl diphosphate;C00341;C10H20O7P2;x;314,2091;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Geranylgeranyl diphosphate;C00353;C20H36O7P2;x;450,4432;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00003;G00003;NA;x;568,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00004;G00004;NA;x;730,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00005;G00005;NA;x;892,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00006;G00006;NA;x;1217,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00007;G00007;NA;x;1865,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00008;G00008;NA;x;2352,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00009;G00009;NA;x;2352,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00010;G00010;NA;x;2027,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00011;G00011;NA;x;1865,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00012;G00012;NA;x;1217,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00013;G00013;NA;x;1420,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00014;G00014;NA;x;1096;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00015;G00015;NA;x;1299,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00016;G00016;NA;x;1445,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00017;G00017;NA;x;1769,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00019;G00019;NA;x;1502,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00020;G00020;NA;x;1502,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00021;G00021;NA;x;1705,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00022;G00022;NA;x;1908,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00025;G00025;NA;x;568,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00026;G00026;NA;x;656,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00027;G00027;NA;x;947,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00028;G00028;NA;x;406,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00029;G00029;NA;x;609,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00031;G00031;NA;x;406,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00040;G00040;NA;x;1144,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00043;G00043;NA;x;1185,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00057;G00057;NA;x;1201,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00077;G00077;NA;x;1258,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00143;G00143;NA;x;203,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00144;G00144;NA;x;161,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00145;G00145;NA;x;179,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00146;G00146;NA;x;341,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00147;G00147;NA;x;403,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00148;G00148;NA;x;565,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00149;G00149;NA;x;727,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00154;G00154;NA;x;132,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00155;G00155;NA;x;294,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00156;G00156;NA;x;456,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00157;G00157;NA;x;632,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00158;G00158;NA;x;835,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00159;G00159;NA;x;1011,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00160;G00160;NA;x;1215;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00162;G00162;NA;x;835,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00163;G00163;NA;x;1011,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00164;G00164;NA;x;1215;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G00171;G00171;NA;x;2190;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G01391;G01391;NA;x;463,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G01945;G01945;NA;x;988,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G01977;G01977;NA;x;908,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G02632;G02632;NA;x;397,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G09660;G09660;NA;x;477,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10526;G10526;NA;x;1055;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10595;G10595;NA;x;1379,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10596;G10596;NA;x;1541,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10597;G10597;NA;x;1703,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10598;G10598;NA;x;2027,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10599;G10599;NA;x;2190;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10665;G10665;NA;x;1171,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10694;G10694;NA;x;1703,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G10770;G10770;NA;x;1242,2;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G12336;G12336;NA;x;760,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13026;G13026;NA;x;365,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13027;G13027;NA;x;162,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13028;G13028;NA;x;568,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13034;G13034;NA;x;1231;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13035;G13035;NA;x;1150,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13036;G13036;NA;x;974,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13037;G13037;NA;x;894,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13038;G13038;NA;x;936,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13039;G13039;NA;x;733,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13040;G13040;NA;x;653,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13041;G13041;NA;x;1016,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13042;G13042;NA;x;936,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13043;G13043;NA;x;680,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13044;G13044;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13056;G13056;NA;x;1577,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13057;G13057;NA;x;1404,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13058;G13058;NA;x;1201,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13073;G13073;NA;x;746,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13074;G13074;NA;x;666,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);gl:G13087;G13087;NA;x;365,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Globo-H;G00099;NA;x;997,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Globoside;G00094;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Globotriaosylceramide;G00093;NA;x;486,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glutaminyl-tRNA;C02282;C20H29N7O12PR(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glutaryl-CoA;C00527;C26H42N7O19P3S;x;881,6335;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glutaryl-[acp] methyl ester;C20375;C6H9O3SR;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glutathione;C00051;C10H17N3O6S;x;307,3235;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glycerol;C00116;C3H8O3;x;92,0938;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glycerone;C00184;C3H6O3;x;90,0779;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glycerone phosphate;C00111;C3H7O6P;x;170,0578;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glycine;C00037;C2H5NO2;x;75,0666;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glycocholate;C01921;C26H43NO6;x;465,6227;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glycolate;C00160;C2H4O3;x;76,0514;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Glyoxylate;C00048;C2H2O3;x;74,0355;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GM1;G00110;NA;x;980,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GM1b;G00125;NA;x;980,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GM2;G00109;NA;x;818,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GM3;G00108;NA;x;615,5;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GMP;C00144;C10H14N5O8P;x;363,2206;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GQ1b;G00117;NA;x;1854,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GQ1balpha;G00129;NA;x;1854,7;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GT1a;G00112;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GT1aalpha;G00128;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GT1b;G00116;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GT1c;G00120;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GT2;G00119;NA;x;1401,3;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GT3;G00118;NA;x;1198,1;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);GTP;C00044;C10H16N5O14P3;x;523,1804;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Guaiacyl lignin;C15805;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Guanidinoacetate;C00581;C3H7N3O2;x;117,1066;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Guanine;C00242;C5H5N5O;x;151,1261;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Guanosine;C00387;C10H13N5O5;x;283,2407;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Heme;C00032;C34H32FeN4O4;x;616,4873;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Heme A;C15670;C49H56FeN4O6;x;852,8371;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Heme O;C15672;C49H58FeN4O5;x;838,8536;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hemoglobin;C01708;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Heparan sulfate;C00925;(C12H15NO10(R1)(R2)3)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hexadecanoic acid;C00249;C16H32O2;x;256,4241;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hexadecanoyl-[acp];C05764;C16H31OSR;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hexanoyl-CoA;C05270;C27H46N7O17P3S;x;865,6771;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hexanoyl-[acp];C05749;C6H11OSR;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Histamine;C00388;C5H9N3;x;111,1451;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Holo-[carboxylase];C06250;C17H27N5O4SR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Homogentisate;C00544;C8H8O4;x;168,1467;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Homovanillate;C05582;C9H10O4;x;182,1733;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hydrogen selenide;C01528;H2Se;x;80,9759;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hydroxymethylbilane;C01024;C40H46N4O17;x;854,8098;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hydroxyproline;C01157;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hydroxypyruvate;C00168;C3H4O4;x;104,0615;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hypotaurine;C00519;C2H7NO2S;x;109,1475;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Hypoxanthine;C00262;C5H4N4O;x;136,1115;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);III3,IV2Fuc-nLc4Cer;G00056;NA;x;981,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);III3Fuc-nLc4Cer;G00060;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IMP;C00130;C10H13N4O8P;x;348,206;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Indole-3-acetaldehyde;C00637;C10H9NO;x;159,1846;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Indole-3-acetate;C00954;C10H9NO2;x;175,184;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Indole-5,6-quinone;C05579;C8H5NO2;x;147,1308;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Indolepyruvate;C00331;C11H9NO3;x;203,1941;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Inosine;C00294;C10H12N4O5;x;268,2261;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Isocitrate;C00311;C6H8O7;x;192,1235;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);Isopentenyl diphosphate;C00129;C5H12O7P2;x;246,0921;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IV2Fuc,III4Fuc-Lc4Cer;G00045;NA;x;981,9;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IV2Fuc-Lc4Cer;G00044;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IV2Fuc-nLc4Cer;G00055;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IV3NeuAc,III3Fuc-nLc4Cer;G00063;NA;x;1127;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IV4-alpha-Gal-Gb4Cer;G11492;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);IV4Gala-nLc4-Cer;G00428;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-1-Pyrroline-3-hydroxy-5-carboxylate;C04281;C5H7NO3;x;129,114;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-2-Aminoadipate;C00956;C6H11NO4;x;161,1558;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-2-Aminoadipate 6-semialdehyde;C04076;C6H11NO3;x;145,1564;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Adrenaline;C00788;C9H13NO3;x;183,2044;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Alanine;C00041;C3H7NO2;x;89,0932;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Arabinose;C00259;C5H10O5;x;150,1299;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Arabitol;C00532;C5H12O5;x;152,1458;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Arginine;C00062;C6H14N4O2;x;174,201;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Asparagine;C00152;C4H8N2O3;x;132,1179;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Aspartate;C00049;C4H7NO4;x;133,1027;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Citrulline;C00327;C6H13N3O3;x;175,1857;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Cystathionine;C02291;C7H14N2O4S;x;222,2621;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Cysteate;C00506;C3H7NO5S;x;169,1564;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Cysteine;C00097;C3H7NO2S;x;121,1582;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Dopachrome;C01693;C9H7NO4;x;193,1562;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-erythro-4-Hydroxyglutamate;C05947;C5H9NO5;x;163,1287;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Formylkynurenine;C02700;C11H12N2O4;x;236,224;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Fucose 1-phosphate;C02985;C6H13O8P;x;244,1364;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Glutamate;C00025;C5H9NO4;x;147,1293;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Glutamate 5-semialdehyde;C01165;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Glutamine;C00064;C5H10N2O3;x;146,1445;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Glutamyl 5-phosphate;C03287;C5H10NO7P;x;227,1092;0;0;false;;;;;;;;;;;;;;;;
Metabolic pathways - Homo sapiens (human);L-Glutamyl-tRNA(Gln);C06112;C20H28N6O13PR(C5H8O6PR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
